"file","category","confidence","needs_visual_review","referenced","format","width","height","bytes","references"
"src/assets/Protection/InstallImage3.png","product imagery","medium","true","true","png","1080","640","931480","src/components/constants/protection.ts"
"src/assets/Protection/InstallImage4.png","product imagery","medium","true","true","png","1080","640","832778","src/components/constants/protection.ts"
"src/assets/Protection/MainImage.png","product imagery","medium","true","true","png","1440","611","1103709","src/components/constants/protection.ts"
"src/assets/Protection/Mount.png","product imagery","medium","true","true","png","322","214","138492","src/components/constants/protection.ts"
"src/assets/Protection/PostSurgery.png","product imagery","medium","true","true","png","376","264","192548","src/components/constants/protection.ts"
"src/assets/Protection/ProductCard-AntiSlipMat.png","product imagery","medium","true","true","png","445","480","203550","src/components/constants/protection.ts"
"src/assets/Protection/ProductCard-AntiSlipTape.png","product imagery","medium","true","true","png","445","480","214264","src/components/constants/protection.ts"
"src/assets/Protection/ProductCard-GrabBar.png","product imagery","medium","true","true","png","445","480","155635","src/components/constants/protection.ts"
"src/assets/Protection/ProductCard-HandRail.png","product imagery","medium","true","true","png","445","480","187519","src/components/constants/protection.ts"
"src/assets/Protection/SeniorParent.png","product imagery","medium","true","true","png","376","264","193435","src/components/constants/protection.ts"
"src/assets/Protection/Shower.png","product imagery","medium","true","true","png","393","248","165961","src/components/constants/protection.ts"
"src/assets/Protection/SteelStrength.png","product imagery","medium","true","true","png","322","214","98862","src/components/constants/protection.ts"
"src/assets/Protection/SupportHandle.png","product imagery","medium","true","true","png","563","458","102194","src/components/constants/protection.ts"
"src/assets/Protection/SupportStand.png","product imagery","medium","true","true","png","595","490","55019","src/components/constants/protection.ts"
"src/assets/Protection/Toilet.png","product imagery","medium","true","true","png","393","248","156205","src/components/constants/protection.ts"
"src/assets/Protection/VectorBottom.png","product imagery","medium","true","false","png","102","32","422",""
"src/assets/Protection/VectorLeft.png","product imagery","medium","true","false","png","110","133","623",""
"src/assets/Protection/VectorRight.png","product imagery","medium","true","false","png","91","120","613",""
"src/assets/Protection/matdetails.png","product imagery","medium","true","true","png","947","408","270219","src/components/constants/protection.ts"
"src/assets/Protection/redCheck.png","product imagery","medium","true","true","png","39","39","984","src/components/constants/protection.ts"
"src/assets/astro.svg","icon","high","false","true","svg","115","48","2914","src/components/Welcome.astro"
"src/assets/background.svg","icon","high","false","true","svg","1440","1024","1454","src/components/Welcome.astro"
"src/assets/svgs/Carouselnext.svg","icon","high","false","true","svg","40","40","1331","src/components/AppSection/Testimonials.astro"
"src/assets/svgs/Carouselprevious.svg","icon","high","false","true","svg","40","40","1256","src/components/AppSection/Testimonials.astro"
"src/assets/svgs/contact.svg","icon","high","false","true","svg","40","40","1662","src/components/constants/orderDetails.ts"
"src/assets/svgs/package.svg","icon","high","false","true","svg","40","40","1385","src/components/constants/orderDetails.ts"
"src/assets/svgs/smile.svg","icon","high","false","true","svg","40","40","1049","src/components/constants/orderDetails.ts"
"src/assets/svgs/truck.svg","icon","high","false","true","svg","40","40","1544","src/components/constants/orderDetails.ts"
"public/FavIcon.png","logo","high","false","true","png","1024","1024","185521","src/layouts/MainLayout.astro"
"public/favicon.svg","logo","high","false","true","svg","256","256","5450","src/pages/blogsList.json.ts"
"public/svg/Logo-new.svg","logo","high","false","true","svg","242","29","23306","src/layouts/MainLayout.astro"
"public/svg/Logo.svg","logo","high","false","false","svg","310","36","13632",""
"public/svg/tag-desktop.svg","icon","high","false","false","svg","310","36","13626",""
"public/svg/tag-new.svg","icon","high","false","true","svg","242","29","23306","src/layouts/MainLayout.astro"
"public/svg/tagline-mobile.svg","icon","high","false","false","svg","87","25","16688",""
